quantity,Date,Region
556,2018-08-12,west
523,2018-08-12,north
581,2018-08-12,south
543,2018-08-12,east
506,2018-08-12,west
503,2018-08-12,north
555,2018-08-12,south
598,2018-08-12,east
512,2018-08-12,west
506,2018-08-12,north
566,2018-08-12,south
544,2018-08-12,east
576,2018-08-12,west
542,2018-08-12,north
556,2018-08-12,south
583,2018-08-12,east
586,2018-08-12,west
513,2018-08-12,north
507,2018-08-12,south
518,2018-08-12,east
523,2018-08-12,west
567,2018-08-13,north
543,2018-08-13,south
546,2018-08-13,east
537,2018-08-13,west
527,2018-08-13,north
521,2018-08-13,south
544,2018-08-13,east
503,2018-08-13,west
593,2018-08-13,north
533,2018-08-13,south
548,2018-08-13,east
535,2018-08-13,west
565,2018-08-13,north
591,2018-08-13,south
524,2018-08-13,east
530,2018-08-13,west
520,2018-08-13,north
518,2018-08-13,south
500,2018-08-13,east
547,2018-08-13,west
600,2018-08-13,north
558,2018-08-13,south
567,2018-08-13,east
531,2018-08-13,west
529,2018-08-13,north
577,2018-08-13,south
584,2018-08-13,east
553,2018-08-13,west
541,2018-08-14,north
545,2018-08-14,south
572,2018-08-14,east
569,2018-08-14,west
522,2018-08-14,north
529,2018-08-14,south
522,2018-08-14,east
562,2018-08-14,west
586,2018-08-14,north
533,2018-08-14,south
560,2018-08-14,east
542,2018-08-14,west
552,2018-08-14,north
575,2018-08-14,south
562,2018-08-14,east
506,2018-08-14,west
540,2018-08-14,north
512,2018-08-14,south
589,2018-08-14,east
593,2018-08-14,west
504,2018-08-14,north
568,2018-08-14,south
514,2018-08-14,east
554,2018-08-14,west
600,2018-08-14,north
594,2018-08-14,south
598,2018-08-14,east
555,2018-08-14,west
534,2018-08-15,north
514,2018-08-15,south
600,2018-08-15,east
578,2018-08-15,west
541,2018-08-15,north
510,2018-08-15,south
547,2018-08-15,east
577,2018-08-15,west
553,2018-08-15,north
548,2018-08-15,south
538,2018-08-15,east
513,2018-08-15,west
502,2018-08-15,north
561,2018-08-15,south
558,2018-08-15,east
537,2018-08-15,west
546,2018-08-15,north
573,2018-08-15,south
521,2018-08-15,east
514,2018-08-15,west
579,2018-08-15,north
513,2018-08-15,south
525,2018-08-15,east
508,2018-08-15,west
568,2018-08-15,north
526,2018-08-15,south
522,2018-08-15,east
598,2018-08-15,west
596,2018-08-16,north
538,2018-08-16,south
581,2018-08-16,east
590,2018-08-16,west
536,2018-08-16,north
502,2018-08-16,south
543,2018-08-16,east
576,2018-08-16,west
533,2018-08-16,north
596,2018-08-16,south
510,2018-08-16,east
525,2018-08-16,west
500,2018-08-16,north
529,2018-08-16,south
572,2018-08-16,east
585,2018-08-16,west
591,2018-08-16,north
580,2018-08-16,south
561,2018-08-16,east
596,2018-08-16,west
538,2018-08-16,north
593,2018-08-16,south
567,2018-08-16,east
529,2018-08-16,west
527,2018-08-16,north
567,2018-08-16,south
567,2018-08-16,east
511,2018-08-16,west
592,2018-08-17,north
571,2018-08-17,south
541,2018-08-17,east
584,2018-08-17,west
588,2018-08-17,north
517,2018-08-17,south
508,2018-08-17,east
534,2018-08-17,west
533,2018-08-17,north
573,2018-08-17,south
546,2018-08-17,east
560,2018-08-17,west
518,2018-08-17,north
511,2018-08-17,south
553,2018-08-17,east
518,2018-08-17,west
582,2018-08-17,north
529,2018-08-17,south
544,2018-08-17,east
597,2018-08-17,west
563,2018-08-17,north
540,2018-08-17,south
577,2018-08-17,east
500,2018-08-17,west
584,2018-08-17,north
570,2018-08-17,south
574,2018-08-17,east
568,2018-08-17,west
509,2018-08-18,north
592,2018-08-18,south
563,2018-08-18,east
571,2018-08-18,west
583,2018-08-18,north
502,2018-08-18,south
559,2018-08-18,east
550,2018-08-18,west
552,2018-08-18,north
515,2018-08-18,south
565,2018-08-18,east
561,2018-08-18,west
546,2018-08-18,north
584,2018-08-18,south
505,2018-08-18,east
586,2018-08-18,west
565,2018-08-18,north
553,2018-08-18,south
597,2018-08-18,east
539,2018-08-18,west
573,2018-08-18,north
559,2018-08-18,south
552,2018-08-18,east
515,2018-08-18,west
540,2018-08-18,north
535,2018-08-18,south
524,2018-08-18,east
567,2018-08-18,west
503,2018-08-19,north
525,2018-08-19,south
567,2018-08-19,east
525,2018-08-19,west
567,2018-08-19,north
565,2018-08-19,south
560,2018-08-19,east
514,2018-08-19,west
572,2018-08-19,north
595,2018-08-19,south
506,2018-08-19,east
546,2018-08-19,west
524,2018-08-19,north
568,2018-08-19,south
538,2018-08-19,east
571,2018-08-19,west
519,2018-08-19,north
565,2018-08-19,south
582,2018-08-19,east
507,2018-08-19,west
593,2018-08-19,north
554,2018-08-19,south
559,2018-08-19,east
590,2018-08-19,west
595,2018-08-19,north
569,2018-08-19,south
542,2018-08-19,east
526,2018-08-19,west
527,2018-08-20,north
593,2018-08-20,south
554,2018-08-20,east
502,2018-08-20,west
508,2018-08-20,north
515,2018-08-20,south
524,2018-08-20,east
523,2018-08-20,west
577,2018-08-20,north
600,2018-08-20,south
517,2018-08-20,east
596,2018-08-20,west
558,2018-08-20,north
548,2018-08-20,south
572,2018-08-20,east
590,2018-08-20,west
576,2018-08-20,north
595,2018-08-20,south
563,2018-08-20,east
561,2018-08-20,west
574,2018-08-20,north
597,2018-08-20,south
514,2018-08-20,east
521,2018-08-20,west
532,2018-08-20,north
547,2018-08-20,south
511,2018-08-20,east
578,2018-08-20,west
598,2018-08-21,north
553,2018-08-21,south
548,2018-08-21,east
569,2018-08-21,west
560,2018-08-21,north
547,2018-08-21,south
525,2018-08-21,east
534,2018-08-21,west
586,2018-08-21,north
555,2018-08-21,south
589,2018-08-21,east
591,2018-08-21,west
524,2018-08-21,north
585,2018-08-21,south
584,2018-08-21,east
510,2018-08-21,west
591,2018-08-21,north
558,2018-08-21,south
548,2018-08-21,east
561,2018-08-21,west
568,2018-08-21,north
576,2018-08-21,south
533,2018-08-21,east
584,2018-08-21,west
600,2018-08-21,north
595,2018-08-21,south
553,2018-08-21,east
542,2018-08-21,west
568,2018-08-22,north
500,2018-08-22,south
513,2018-08-22,east
600,2018-08-22,west
587,2018-08-22,north
517,2018-08-22,south
553,2018-08-22,east
580,2018-08-22,west
597,2018-08-22,north
554,2018-08-22,south
587,2018-08-22,east
596,2018-08-22,west
597,2018-08-22,north
552,2018-08-22,south
589,2018-08-22,east
545,2018-08-22,west
586,2018-08-22,north
538,2018-08-22,south
550,2018-08-22,east
510,2018-08-22,west
557,2018-08-22,north
540,2018-08-22,south
565,2018-08-22,east
595,2018-08-22,west
531,2018-08-22,north
585,2018-08-22,south
534,2018-08-22,east
589,2018-08-22,west
519,2018-08-23,north
518,2018-08-23,south
596,2018-08-23,east
521,2018-08-23,west
587,2018-08-23,north
522,2018-08-23,south
560,2018-08-23,east
575,2018-08-23,west
573,2018-08-23,north
524,2018-08-23,south
501,2018-08-23,east
535,2018-08-23,west
565,2018-08-23,north
521,2018-08-23,south
533,2018-08-23,east
534,2018-08-23,west
511,2018-08-23,north
540,2018-08-23,south
534,2018-08-23,east
537,2018-08-23,west
589,2018-08-23,north
554,2018-08-23,south
586,2018-08-23,east
512,2018-08-23,west
523,2018-08-23,north
556,2018-08-23,south
517,2018-08-23,east
599,2018-08-23,west
516,2018-08-24,north
520,2018-08-24,south
578,2018-08-24,east
548,2018-08-24,west
550,2018-08-24,north
579,2018-08-24,south
500,2018-08-24,east
595,2018-08-24,west
572,2018-08-24,north
592,2018-08-24,south
568,2018-08-24,east
582,2018-08-24,west
504,2018-08-24,north
592,2018-08-24,south
539,2018-08-24,east
561,2018-08-24,west
547,2018-08-24,north
586,2018-08-24,south
516,2018-08-24,east
574,2018-08-24,west
530,2018-08-24,north
563,2018-08-24,south
570,2018-08-24,east
565,2018-08-24,west
595,2018-08-24,north
569,2018-08-24,south
524,2018-08-24,east
556,2018-08-24,west
543,2018-08-25,north
559,2018-08-25,south
588,2018-08-25,east
505,2018-08-25,west
582,2018-08-25,north
540,2018-08-25,south
584,2018-08-25,east
555,2018-08-25,west
562,2018-08-25,north
577,2018-08-25,south
589,2018-08-25,east
543,2018-08-25,west
508,2018-08-25,north
576,2018-08-25,south
542,2018-08-25,east
521,2018-08-25,west
551,2018-08-25,north
544,2018-08-25,south
581,2018-08-25,east
588,2018-08-25,west
529,2018-08-25,north
521,2018-08-25,south
510,2018-08-25,east
506,2018-08-25,west
561,2018-08-25,north
547,2018-08-25,south
524,2018-08-25,east
514,2018-08-25,west
514,2018-08-26,north
515,2018-08-26,south
556,2018-08-26,east
528,2018-08-26,west
586,2018-08-26,north
566,2018-08-26,south
501,2018-08-26,east
582,2018-08-26,west
543,2018-08-26,north
551,2018-08-26,south
548,2018-08-26,east
547,2018-08-26,west
545,2018-08-26,north
550,2018-08-26,south
546,2018-08-26,east
566,2018-08-26,west
500,2018-08-26,north
587,2018-08-26,south
541,2018-08-26,east
513,2018-08-26,west
513,2018-08-26,north
514,2018-08-26,south
559,2018-08-26,east
597,2018-08-26,west
515,2018-08-26,north
528,2018-08-26,south
552,2018-08-26,east
517,2018-08-26,west
535,2018-08-27,north
580,2018-08-27,south
534,2018-08-27,east
503,2018-08-27,west
503,2018-08-27,north
534,2018-08-27,south
533,2018-08-27,east
513,2018-08-27,west
526,2018-08-27,north
545,2018-08-27,south
554,2018-08-27,east
547,2018-08-27,west
587,2018-08-27,north
530,2018-08-27,south
508,2018-08-27,east
525,2018-08-27,west
579,2018-08-27,north
503,2018-08-27,south
594,2018-08-27,east
507,2018-08-27,west
575,2018-08-27,north
515,2018-08-27,south
552,2018-08-27,east
543,2018-08-27,west
535,2018-08-27,north
524,2018-08-27,south
525,2018-08-27,east
551,2018-08-27,west
522,2018-08-28,north
560,2018-08-28,south
552,2018-08-28,east
574,2018-08-28,west
517,2018-08-28,north
559,2018-08-28,south
540,2018-08-28,east
505,2018-08-28,west
551,2018-08-28,north
502,2018-08-28,south
587,2018-08-28,east
515,2018-08-28,west
508,2018-08-28,north
548,2018-08-28,south
575,2018-08-28,east
568,2018-08-28,west
581,2018-08-28,north
575,2018-08-28,south
592,2018-08-28,east
599,2018-08-28,west
570,2018-08-28,north
588,2018-08-28,south
575,2018-08-28,east
564,2018-08-28,west
560,2018-08-28,north
588,2018-08-28,south
574,2018-08-28,east
584,2018-08-28,west
554,2018-08-29,north
598,2018-08-29,south
578,2018-08-29,east
549,2018-08-29,west
522,2018-08-29,north
527,2018-08-29,south
511,2018-08-29,east
520,2018-08-29,west
505,2018-08-29,north
566,2018-08-29,south
574,2018-08-29,east
539,2018-08-29,west
520,2018-08-29,north
574,2018-08-29,south
509,2018-08-29,east
519,2018-08-29,west
595,2018-08-29,north
584,2018-08-29,south
589,2018-08-29,east
539,2018-08-29,west
536,2018-08-29,north
508,2018-08-29,south
550,2018-08-29,east
533,2018-08-29,west
585,2018-08-29,north
596,2018-08-29,south
553,2018-08-29,east
518,2018-08-29,west
545,2018-08-30,north
581,2018-08-30,south
555,2018-08-30,east
590,2018-08-30,west
596,2018-08-30,north
521,2018-08-30,south
507,2018-08-30,east
538,2018-08-30,west
503,2018-08-30,north
562,2018-08-30,south
583,2018-08-30,east
528,2018-08-30,west
579,2018-08-30,north
530,2018-08-30,south
575,2018-08-30,east
586,2018-08-30,west
535,2018-08-30,north
533,2018-08-30,south
572,2018-08-30,east
521,2018-08-30,west
591,2018-08-30,north
588,2018-08-30,south
526,2018-08-30,east
516,2018-08-30,west
551,2018-08-30,north
532,2018-08-30,south
501,2018-08-30,east
502,2018-08-30,west
583,2018-08-31,north
565,2018-08-31,south
548,2018-08-31,east
534,2018-08-31,west
550,2018-08-31,north
525,2018-08-31,south
540,2018-08-31,east
598,2018-08-31,west
546,2018-08-31,north
506,2018-08-31,south
576,2018-08-31,east
572,2018-08-31,west
541,2018-08-31,north
560,2018-08-31,south
575,2018-08-31,east
546,2018-08-31,west
558,2018-08-31,north
532,2018-08-31,south
508,2018-08-31,east
522,2018-08-31,west
521,2018-08-31,north
557,2018-08-31,south
560,2018-08-31,east
580,2018-08-31,west
556,2018-08-31,north
509,2018-08-31,south
564,2018-08-31,east
506,2018-08-31,west
520,2018-09-01,north
500,2018-09-01,south
573,2018-09-01,east
519,2018-09-01,west
594,2018-09-01,north
567,2018-09-01,south
575,2018-09-01,east
592,2018-09-01,west
515,2018-09-01,north
515,2018-09-01,south
600,2018-09-01,east
588,2018-09-01,west
506,2018-09-01,north
528,2018-09-01,south
594,2018-09-01,east
564,2018-09-01,west
545,2018-09-01,north
564,2018-09-01,south
512,2018-09-01,east
539,2018-09-01,west
575,2018-09-01,north
504,2018-09-01,south
597,2018-09-01,east
571,2018-09-01,west
567,2018-09-01,north
527,2018-09-01,south
516,2018-09-01,east
562,2018-09-01,west
509,2018-09-02,north
551,2018-09-02,south
502,2018-09-02,east
525,2018-09-02,west
573,2018-09-02,north
589,2018-09-02,south
541,2018-09-02,east
568,2018-09-02,west
543,2018-09-02,north
564,2018-09-02,south
552,2018-09-02,east
508,2018-09-02,west
552,2018-09-02,north
575,2018-09-02,south
594,2018-09-02,east
570,2018-09-02,west
505,2018-09-02,north
507,2018-09-02,south
526,2018-09-02,east
574,2018-09-02,west
584,2018-09-02,north
531,2018-09-02,south
528,2018-09-02,east
515,2018-09-02,west
519,2018-09-02,north
519,2018-09-02,south
530,2018-09-02,east
531,2018-09-02,west
583,2018-09-03,north
590,2018-09-03,south
558,2018-09-03,east
550,2018-09-03,west
514,2018-09-03,north
563,2018-09-03,south
591,2018-09-03,east
537,2018-09-03,west
583,2018-09-03,north
512,2018-09-03,south
538,2018-09-03,east
583,2018-09-03,west
506,2018-09-03,north
557,2018-09-03,south
566,2018-09-03,east
577,2018-09-03,west
526,2018-09-03,north
576,2018-09-03,south
588,2018-09-03,east
535,2018-09-03,west
533,2018-09-03,north
578,2018-09-03,south
563,2018-09-03,east
519,2018-09-03,west
536,2018-09-03,north
507,2018-09-03,south
584,2018-09-03,east
588,2018-09-03,west
598,2018-09-04,north
503,2018-09-04,south
595,2018-09-04,east
513,2018-09-04,west
585,2018-09-04,north
534,2018-09-04,south
583,2018-09-04,east
544,2018-09-04,west
600,2018-09-04,north
559,2018-09-04,south
596,2018-09-04,east
573,2018-09-04,west
528,2018-09-04,north
554,2018-09-04,south
552,2018-09-04,east
541,2018-09-04,west
556,2018-09-04,north
583,2018-09-04,south
598,2018-09-04,east
530,2018-09-04,west
577,2018-09-04,north
557,2018-09-04,south
545,2018-09-04,east
533,2018-09-04,west
540,2018-09-04,north
504,2018-09-04,south
530,2018-09-04,east
597,2018-09-04,west
577,2018-09-05,north
539,2018-09-05,south
552,2018-09-05,east
533,2018-09-05,west
514,2018-09-05,north
509,2018-09-05,south
581,2018-09-05,east
556,2018-09-05,west
595,2018-09-05,north
534,2018-09-05,south
589,2018-09-05,east
569,2018-09-05,west
563,2018-09-05,north
585,2018-09-05,south
503,2018-09-05,east
528,2018-09-05,west
546,2018-09-05,north
597,2018-09-05,south
570,2018-09-05,east
523,2018-09-05,west
545,2018-09-05,north
581,2018-09-05,south
564,2018-09-05,east
501,2018-09-05,west
530,2018-09-05,north
569,2018-09-05,south
575,2018-09-05,east
546,2018-09-05,west
571,2018-09-06,north
502,2018-09-06,south
586,2018-09-06,east
550,2018-09-06,west
599,2018-09-06,north
563,2018-09-06,south
593,2018-09-06,east
518,2018-09-06,west
590,2018-09-06,north
586,2018-09-06,south
505,2018-09-06,east
587,2018-09-06,west
519,2018-09-06,north
560,2018-09-06,south
540,2018-09-06,east
578,2018-09-06,west
539,2018-09-06,north
562,2018-09-06,south
579,2018-09-06,east
585,2018-09-06,west
524,2018-09-06,north
556,2018-09-06,south
547,2018-09-06,east
595,2018-09-06,west
532,2018-09-06,north
523,2018-09-06,south
569,2018-09-06,east
513,2018-09-06,west
597,2018-09-07,north
541,2018-09-07,south
592,2018-09-07,east
551,2018-09-07,west
507,2018-09-07,north
594,2018-09-07,south
568,2018-09-07,east
554,2018-09-07,west
564,2018-09-07,north
578,2018-09-07,south
578,2018-09-07,east
577,2018-09-07,west
570,2018-09-07,north
558,2018-09-07,south
551,2018-09-07,east
554,2018-09-07,west
527,2018-09-07,north
552,2018-09-07,south
570,2018-09-07,east
578,2018-09-07,west
516,2018-09-07,north
573,2018-09-07,south
514,2018-09-07,east
504,2018-09-07,west
544,2018-09-07,north
509,2018-09-07,south
566,2018-09-07,east
518,2018-09-07,west
553,2018-09-08,north
585,2018-09-08,south
511,2018-09-08,east
519,2018-09-08,west
567,2018-09-08,north
506,2018-09-08,south
591,2018-09-08,east
550,2018-09-08,west
594,2018-09-08,north
504,2018-09-08,south
553,2018-09-08,east
591,2018-09-08,west
595,2018-09-08,north
505,2018-09-08,south
599,2018-09-08,east
572,2018-09-08,west
575,2018-09-08,north
593,2018-09-08,south
551,2018-09-08,east
566,2018-09-08,west
536,2018-09-08,north
533,2018-09-08,south
509,2018-09-08,east
575,2018-09-08,west
520,2018-09-08,north
553,2018-09-08,south
576,2018-09-08,east
569,2018-09-08,west
509,2018-09-09,north
538,2018-09-09,south
546,2018-09-09,east
568,2018-09-09,west
537,2018-09-09,north
581,2018-09-09,south
554,2018-09-09,east
510,2018-09-09,west
596,2018-09-09,north
567,2018-09-09,south
548,2018-09-09,east
538,2018-09-09,west
547,2018-09-09,north
544,2018-09-09,south
526,2018-09-09,east
581,2018-09-09,west
547,2018-09-09,north
544,2018-09-09,south
562,2018-09-09,east
532,2018-09-09,west
586,2018-09-09,north
558,2018-09-09,south
570,2018-09-09,east
508,2018-09-09,west
591,2018-09-09,north
580,2018-09-09,south
524,2018-09-09,east
573,2018-09-09,west
550,2018-09-10,north
552,2018-09-10,south
594,2018-09-10,east
509,2018-09-10,west
574,2018-09-10,north
530,2018-09-10,south
532,2018-09-10,east
559,2018-09-10,west
531,2018-09-10,north
508,2018-09-10,south
530,2018-09-10,east
586,2018-09-10,west
519,2018-09-10,north
530,2018-09-10,south
599,2018-09-10,east
585,2018-09-10,west
590,2018-09-10,north
590,2018-09-10,south
518,2018-09-10,east
569,2018-09-10,west
565,2018-09-10,north
594,2018-09-10,south
514,2018-09-10,east
594,2018-09-10,west
564,2018-09-10,north
583,2018-09-10,south
591,2018-09-10,east
596,2018-09-10,west
526,2018-09-11,north
589,2018-09-11,south
583,2018-09-11,east
508,2018-09-11,west
524,2018-09-11,north
503,2018-09-11,south
521,2018-09-11,east
578,2018-09-11,west
544,2018-09-11,north
568,2018-09-11,south
534,2018-09-11,east
560,2018-09-11,west
567,2018-09-11,north
523,2018-09-11,south
513,2018-09-11,east
554,2018-09-11,west
557,2018-09-11,north
547,2018-09-11,south
507,2018-09-11,east
592,2018-09-11,west
512,2018-09-11,north
553,2018-09-11,south
579,2018-09-11,east
575,2018-09-11,west
590,2018-09-11,north
521,2018-09-11,south
570,2018-09-11,east
508,2018-09-11,west
573,2018-09-12,north
565,2018-09-12,south
580,2018-09-12,east
511,2018-09-12,west
595,2018-09-12,north
504,2018-09-12,south
580,2018-09-12,east
521,2018-09-12,west
576,2018-09-12,north
574,2018-09-12,south
556,2018-09-12,east
530,2018-09-12,west
576,2018-09-12,north
573,2018-09-12,south
591,2018-09-12,east
550,2018-09-12,west
512,2018-09-12,north
556,2018-09-12,south
577,2018-09-12,east
579,2018-09-12,west
507,2018-09-12,north
592,2018-09-12,south
550,2018-09-12,east
548,2018-09-12,west
537,2018-09-12,north
527,2018-09-12,south
554,2018-09-12,east
578,2018-09-12,west
551,2018-09-13,north
520,2018-09-13,south
559,2018-09-13,east
513,2018-09-13,west
535,2018-09-13,north
541,2018-09-13,south
558,2018-09-13,east
538,2018-09-13,west
519,2018-09-13,north
549,2018-09-13,south
574,2018-09-13,east
529,2018-09-13,west
526,2018-09-13,north
600,2018-09-13,south
571,2018-09-13,east
501,2018-09-13,west
514,2018-09-13,north
514,2018-09-13,south
570,2018-09-13,east
530,2018-09-13,west
552,2018-09-13,north
502,2018-09-13,south
562,2018-09-13,east
523,2018-09-13,west
589,2018-09-13,north
573,2018-09-13,south
548,2018-09-13,east
532,2018-09-13,west
571,2018-09-14,north
518,2018-09-14,south
581,2018-09-14,east
567,2018-09-14,west
557,2018-09-14,north
514,2018-09-14,south
569,2018-09-14,east
554,2018-09-14,west
523,2018-09-14,north
540,2018-09-14,south
552,2018-09-14,east
546,2018-09-14,west
537,2018-09-14,north
579,2018-09-14,south
578,2018-09-14,east
586,2018-09-14,west
548,2018-09-14,north
551,2018-09-14,south
573,2018-09-14,east
551,2018-09-14,west
544,2018-09-14,north
599,2018-09-14,south
595,2018-09-14,east
587,2018-09-14,west
576,2018-09-14,north
507,2018-09-14,south
548,2018-09-14,east
600,2018-09-14,west
529,2018-09-15,north
504,2018-09-15,south
566,2018-09-15,east
582,2018-09-15,west
520,2018-09-15,north
549,2018-09-15,south
541,2018-09-15,east
517,2018-09-15,west
582,2018-09-15,north
540,2018-09-15,south
579,2018-09-15,east
567,2018-09-15,west
545,2018-09-15,north
572,2018-09-15,south
561,2018-09-15,east
593,2018-09-15,west
600,2018-09-15,north
557,2018-09-15,south
542,2018-09-15,east
526,2018-09-15,west
559,2018-09-15,north
518,2018-09-15,south
573,2018-09-15,east
517,2018-09-15,west
505,2018-09-15,north
532,2018-09-15,south
516,2018-09-15,east
579,2018-09-15,west
518,2018-09-16,north
518,2018-09-16,south
594,2018-09-16,east
594,2018-09-16,west
586,2018-09-16,north
573,2018-09-16,south
579,2018-09-16,east
589,2018-09-16,west
502,2018-09-16,north
584,2018-09-16,south
505,2018-09-16,east
590,2018-09-16,west
548,2018-09-16,north
572,2018-09-16,south
549,2018-09-16,east
584,2018-09-16,west
592,2018-09-16,north
594,2018-09-16,south
538,2018-09-16,east
568,2018-09-16,west
582,2018-09-16,north
526,2018-09-16,south
596,2018-09-16,east
517,2018-09-16,west
509,2018-09-16,north
592,2018-09-16,south
521,2018-09-16,east
526,2018-09-16,west
588,2018-09-17,north
540,2018-09-17,south
515,2018-09-17,east
574,2018-09-17,west
585,2018-09-17,north
547,2018-09-17,south
600,2018-09-17,east
571,2018-09-17,west
519,2018-09-17,north
554,2018-09-17,south
550,2018-09-17,east
512,2018-09-17,west
506,2018-09-17,north
528,2018-09-17,south
546,2018-09-17,east
576,2018-09-17,west
535,2018-09-17,north
575,2018-09-17,south
553,2018-09-17,east
527,2018-09-17,west
571,2018-09-17,north
521,2018-09-17,south
528,2018-09-17,east
588,2018-09-17,west
541,2018-09-17,north
553,2018-09-17,south
597,2018-09-17,east
588,2018-09-17,west
501,2018-09-18,north
510,2018-09-18,south
579,2018-09-18,east
564,2018-09-18,west
573,2018-09-18,north
573,2018-09-18,south
523,2018-09-18,east
559,2018-09-18,west
574,2018-09-18,north
589,2018-09-18,south
539,2018-09-18,east
573,2018-09-18,west
561,2018-09-18,north
573,2018-09-18,south
580,2018-09-18,east
538,2018-09-18,west
503,2018-09-18,north
511,2018-09-18,south
509,2018-09-18,east
555,2018-09-18,west
557,2018-09-18,north
546,2018-09-18,south
566,2018-09-18,east
551,2018-09-18,west
503,2018-09-18,north
544,2018-09-18,south
529,2018-09-18,east
543,2018-09-18,west
514,2018-09-19,north
586,2018-09-19,south
593,2018-09-19,east
531,2018-09-19,west
589,2018-09-19,north
566,2018-09-19,south
517,2018-09-19,east
500,2018-09-19,west
565,2018-09-19,north
582,2018-09-19,south
504,2018-09-19,east
571,2018-09-19,west
565,2018-09-19,north
585,2018-09-19,south
570,2018-09-19,east
502,2018-09-19,west
577,2018-09-19,north
595,2018-09-19,south
564,2018-09-19,east
580,2018-09-19,west
586,2018-09-19,north
516,2018-09-19,south
525,2018-09-19,east
593,2018-09-19,west
583,2018-09-19,north
520,2018-09-19,south
538,2018-09-19,east
558,2018-09-19,west
562,2018-09-20,north
583,2018-09-20,south
554,2018-09-20,east
523,2018-09-20,west
565,2018-09-20,north
593,2018-09-20,south
564,2018-09-20,east
568,2018-09-20,west
570,2018-09-20,north
550,2018-09-20,south
508,2018-09-20,east
591,2018-09-20,west
503,2018-09-20,north
544,2018-09-20,south
592,2018-09-20,east
542,2018-09-20,west
511,2018-09-20,north
566,2018-09-20,south
513,2018-09-20,east
581,2018-09-20,west
547,2018-09-20,north
503,2018-09-20,south
522,2018-09-20,east
570,2018-09-20,west
523,2018-09-20,north
570,2018-09-20,south
506,2018-09-20,east
577,2018-09-20,west
530,2018-09-21,north
555,2018-09-21,south
572,2018-09-21,east
568,2018-09-21,west
559,2018-09-21,north
507,2018-09-21,south
581,2018-09-21,east
540,2018-09-21,west
507,2018-09-21,north
502,2018-09-21,south
529,2018-09-21,east
502,2018-09-21,west
510,2018-09-21,north
598,2018-09-21,south
552,2018-09-21,east
508,2018-09-21,west
520,2018-09-21,north
538,2018-09-21,south
530,2018-09-21,east
534,2018-09-21,west
600,2018-09-21,north
501,2018-09-21,south
588,2018-09-21,east
505,2018-09-21,west
515,2018-09-21,north
587,2018-09-21,south
588,2018-09-21,east
505,2018-09-21,west
544,2018-09-22,north
527,2018-09-22,south
586,2018-09-22,east
547,2018-09-22,west
554,2018-09-22,north
568,2018-09-22,south
510,2018-09-22,east
548,2018-09-22,west
510,2018-09-22,north
550,2018-09-22,south
546,2018-09-22,east
502,2018-09-22,west
598,2018-09-22,north
554,2018-09-22,south
572,2018-09-22,east
584,2018-09-22,west
586,2018-09-22,north
554,2018-09-22,south
595,2018-09-22,east
508,2018-09-22,west
506,2018-09-22,north
531,2018-09-22,south
559,2018-09-22,east
502,2018-09-22,west
589,2018-09-22,north
541,2018-09-22,south
544,2018-09-22,east
572,2018-09-22,west
577,2018-09-23,north
559,2018-09-23,south
576,2018-09-23,east
585,2018-09-23,west
591,2018-09-23,north
543,2018-09-23,south
533,2018-09-23,east
548,2018-09-23,west
511,2018-09-23,north
585,2018-09-23,south
591,2018-09-23,east
537,2018-09-23,west
594,2018-09-23,north
558,2018-09-23,south
549,2018-09-23,east
574,2018-09-23,west
520,2018-09-23,north
518,2018-09-23,south
531,2018-09-23,east
585,2018-09-23,west
546,2018-09-23,north
559,2018-09-23,south
570,2018-09-23,east
567,2018-09-23,west
533,2018-09-23,north
513,2018-09-23,south
572,2018-09-23,east
511,2018-09-23,west
537,2018-09-24,north
531,2018-09-24,south
599,2018-09-24,east
520,2018-09-24,west
572,2018-09-24,north
519,2018-09-24,south
532,2018-09-24,east
587,2018-09-24,west
509,2018-09-24,north
570,2018-09-24,south
532,2018-09-24,east
570,2018-09-24,west
512,2018-09-24,north
510,2018-09-24,south
517,2018-09-24,east
596,2018-09-24,west
572,2018-09-24,north
510,2018-09-24,south
557,2018-09-24,east
567,2018-09-24,west
579,2018-09-24,north
577,2018-09-24,south
570,2018-09-24,east
590,2018-09-24,west
571,2018-09-24,north
563,2018-09-24,south
555,2018-09-24,east
540,2018-09-24,west
510,2018-09-25,north
590,2018-09-25,south
537,2018-09-25,east
567,2018-09-25,west
555,2018-09-25,north
510,2018-09-25,south
562,2018-09-25,east
600,2018-09-25,west
518,2018-09-25,north
522,2018-09-25,south
510,2018-09-25,east
588,2018-09-25,west
567,2018-09-25,north
578,2018-09-25,south
540,2018-09-25,east
598,2018-09-25,west
526,2018-09-25,north
508,2018-09-25,south
538,2018-09-25,east
538,2018-09-25,west
560,2018-09-25,north
559,2018-09-25,south
509,2018-09-25,east
579,2018-09-25,west
523,2018-09-25,north
505,2018-09-25,south
519,2018-09-25,east
566,2018-09-25,west
539,2018-09-26,north
505,2018-09-26,south
571,2018-09-26,east
500,2018-09-26,west
540,2018-09-26,north
543,2018-09-26,south
582,2018-09-26,east
544,2018-09-26,west
582,2018-09-26,north
576,2018-09-26,south
562,2018-09-26,east
537,2018-09-26,west
553,2018-09-26,north
558,2018-09-26,south
534,2018-09-26,east
539,2018-09-26,west
580,2018-09-26,north
559,2018-09-26,south
